strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/England/LOND-12FA620/2021	2021-01-06	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1386862	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer		
hCoV-19/Germany/RP-RKI-I-013087/2021	2021-01-29	20I/501Y.V1	Germany	Rhineland-Palatinate	Rhineland-Palatinate	EPI_ISL_1143221	LabKom - Labor Mainz MVZ GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Austria/CeMM5639/2021	2021-01-28	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_1495595	IMP - Research Institute of Molecular Pathology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Fabian Amman, Petr Triska, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		Wien-Stadt
hCoV-19/Germany/NW-RKI-I-012928/2021	2021-01-28	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1143062	LabKom - MVZ Labor Bochum MLB GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Scotland/ALDP-106A960/2021	2021-01-16	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1190728	Lighthouse Lab in Alderley Park	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Jacquelyn Wynn, Mairead Hyland, The Lighthouse Lab in Alderley Park and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/Switzerland/GE-32880193/2021	2021-01-06	20I/501Y.V1	Switzerland	Geneve	Geneve	EPI_ISL_860244	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	HUG, Laboratory of Virology and Universitätsspital Basel		Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Tim Roloff, Madlen Stange, Helena MB Seth-Smith, Alfredo Mari, Karoline Leuzinger, Julia Bielicki, Manuel Battegay, Hans Hirsch, Adrian Egli		
hCoV-19/Switzerland/GE-32893218/2021	2021-01-06	20I/501Y.V1	Switzerland	Geneve	Geneve	EPI_ISL_860246	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	HUG, Laboratory of Virology and Universitätsspital Basel		Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Tim Roloff, Madlen Stange, Helena MB Seth-Smith, Alfredo Mari, Karoline Leuzinger, Julia Bielicki, Manuel Battegay, Hans Hirsch, Adrian Egli		
hCoV-19/England/LOND-12F3C34/2021	2021-01-02	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1308999	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer		
hCoV-19/England/LOND-12F9524/2021	2021-01-20	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1309104	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer		
hCoV-19/France/OCC-SC2125/2021	2021-01-02	20I/501Y.V1	France	Occitanie	Occitanie	EPI_ISL_900524	Labosud	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Règue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Beziers
hCoV-19/England/CAMC-1380AAA/2021	2021-01-28	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1489521	Lighthouse Lab in Cambridge	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Rob Howes, The Lighthouse Lab in Cambridge and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/France/CERBAHC-20211020-19/2021	2021-01-08	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_861728	CERBA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CERBA LAB		Roquebert B; Costa JM; Hedbaut E; Trombert S; Lecorche E; Verdurme L; Malek Ramdane; Olivi M; Haïm-Boukobza S.		
hCoV-19/France/IDF-IPP01374/2021	2021-01-16	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_941061	Labo Analyses Med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris		Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Merah Kader		SAINT-DENIS
hCoV-19/France/un-21012210267/2021	2021-01-21	20I/501Y.V1	France			EPI_ISL_912651	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/France/un-21012220453/2021	2021-01-22	20I/501Y.V1	France			EPI_ISL_912679	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/France/un-21012220389/2021	2021-01-22	20I/501Y.V1	France			EPI_ISL_912678	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/Italy/APU-IZSPB-670PT/2021	2021-01-20	20I/501Y.V1	Italy	Apulia	Apulia	EPI_ISL_1254647	Ospedale di Venere	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale della Puglia e della Basilicata		Parisi A., Bianco A., Capozzi L., Del Sambro L., Simone D., Iacobellis M., Ridolfi D., Giannico A.		Lecce
hCoV-19/Germany/BY-RKI-I-017959/2021	2021-01-27	20I/501Y.V1	Germany	Bavaria	Bavaria	EPI_ISL_1148121	Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/France/ARA-HCL021022344001/2021	2021-01-28	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1297332	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Lyon
hCoV-19/France/IDF-HCL021020497501/2021	2021-01-25	20I/501Y.V1	France	Ile-de-France	Ile-de-France	EPI_ISL_1297234	BIOMNIS PARIS	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Ivry-sur-Seine
hCoV-19/France/IDF-HCL021020513501/2021	2021-01-25	20I/501Y.V1	France	Ile-de-France	Ile-de-France	EPI_ISL_1297236	BIOMNIS PARIS	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Ivry-sur-Seine
hCoV-19/France/un-21012250025/2021	2021-01-25	20I/501Y.V1	France			EPI_ISL_912677	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/France/un-21012250101/2021	2021-01-25	20I/501Y.V1	France			EPI_ISL_912832	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/France/un-21012250097/2021	2021-01-25	20I/501Y.V1	France			EPI_ISL_912819	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/France/un-21012250112/2021	2021-01-25	20I/501Y.V1	France			EPI_ISL_912833	Hôpital Henri Mondor	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955		Christophe Rodriguez, Slim Fourati, Vanessa Demontant, Guillaume Gricourt, Melissa N'Debi, Alexandre Soulier, Elisabeth Trawinski, Jean-Michel Pawlotsky		
hCoV-19/France/ARA-HCL021022283801/2021	2021-01-26	20I/501Y.V1	France	Auvergne-Rhone-Alpes	Auvergne-Rhone-Alpes	EPI_ISL_1134916	BIOMNIS LYON	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Lyon
hCoV-19/Germany/BY-RKI-I-021699/2021	2021-01-29	20I/501Y.V1	Germany	Bavaria	Bavaria	EPI_ISL_1151864	Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Denmark/DCGC-33353/2021	2021-01-11	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_870363	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Germany/NI-RKI-I-010909/2021	2021-01-16	20I/501Y.V1	Germany	Lower Saxony	Lower Saxony	EPI_ISL_1141037	amedes MVZ Hannover	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/England/LOND-128A77D/2021	2021-01-21	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1391411	Barts Health NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Barts Health NHS Trust		KARAA, Esin; CUTINO-MOGUEL, Maria-Teresa; HARRINGTON, David; OWOYEMI, Dola; KULASEGARAN-SHYLINI, Raghavendran; BROAD, Claire; KELE, Beatrix		London
hCoV-19/Denmark/DCGC-37749/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_928890	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Denmark/DCGC-36842/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_927983	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Denmark/DCGC-37322/2021	2021-01-18	20I/501Y.V1	Denmark	Sjaelland	Sjaelland	EPI_ISL_928463	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Denmark/DCGC-32386/2021	2021-01-18	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_869390	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University		Danish Covid-19 Genome Consortium		
hCoV-19/Austria/CeMM3515/2021	2021-01-27	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_1117832	HG Pharma GmbH	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences		Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler		Innsbruck-Land
hCoV-19/England/LOND-12FA9DC/2021	2021-01-11	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1386896	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer		
hCoV-19/Scotland/QEUH-109D955/2021	2021-01-19	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1020011	Lighthouse Lab in Glasgow	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Harper VanSteenhouse, Yumi Kasai, David Gray, Carol Clugston, Anna Dominiczak and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/Italy/VEN-IZSVe-21RS121_PD/2021	2021-01-09	20I/501Y.V1	Italy	Veneto	Veneto	EPI_ISL_1260901	Microbiologia e Virologia	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale delle Venezie		Adelaide Milani, Alessia Schivo, Annalisa Salviato, Erika Giorgia Quaranta, Luca Tassoni, Ambra Pastori, Edoardo Giussani, Alice Fusaro, Isabella Monne, Calogero Terregino, Antonia Ricci		Padova
hCoV-19/England/BRIS-261A49/2021	2021-01-09	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1308584	University of Exeter	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Ben Temperton,Aaron Jeffries,Michelle Michelsen,Joanna Warwick-Dugdale,Audrey Farbos,Robyn Manley,Stephen Michell,Jane Masoli		
hCoV-19/England/OXON-F6C5E6/2021	2021-01-31	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1387227	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Tanya Golubchik, David Bonsall, George Macintyre, Amy Trebes, Mariateresa de Cesare, Catrin Moore, Alex Mobbs, Anita Justice, Robert Shaw, Monique Andersson, Timothy Peto, Emma Wise, Nathan Moore, Jessica Lynch, Nick Cortes, Matilde Mori, Stephen Kidd, David Buck, John Todd, Christophe Fraser		
hCoV-19/England/LIVE-DEF00A/2021	2021-01-27	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1546030	Liverpool Clinical Laboratories	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Sam Haldenby, Alistair Darby,  Steve Paterson, Anita Lucaci, Julian Hiscox, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead, Hermione Webster		
hCoV-19/Scotland/QEUH-1067435/2021	2021-01-17	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1019824	Lighthouse Lab in Glasgow	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium		Harper VanSteenhouse, Yumi Kasai, David Gray, Carol Clugston, Anna Dominiczak and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team		
hCoV-19/Germany/HH-RKI-I-011793/2021	2021-01-19	20I/501Y.V1	Germany	Hamburg	Hamburg	EPI_ISL_1141924	MVZ Labor Dr. Fenner und Kollegen (Standort Hamburg)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute		unknown		
hCoV-19/Italy/VEN-IZSVe-21RS89-10_VE/2021	2021-01-13	20I/501Y.V1	Italy	Veneto	Veneto	EPI_ISL_1260919	ULSS 03 Venezia	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale delle Venezie		Adelaide Milani, Alessia Schivo, Annalisa Salviato, Erika Giorgia Quaranta, Luca Tassoni, Ambra Pastori, Edoardo Giussani, Alice Fusaro, Isabella Monne, Calogero Terregino, Antonia Ricci		Venezia
hCoV-19/Poland/NIPH-NIH_ECDC-030/2021	2021-01-27	20I/501Y.V1	Poland	Mazowieckie	Mazowieckie	EPI_ISL_1091401	National Institute of Public Health - National Institute of Hygiene	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	1. National Institute of Public Health - National Institute of Hygiene; 2. Eurofins Genomics Europe Sequencing GmbH		Wołkowicz Tomasz, Zacharczuk Katarzyna, Sadkowska-Todys Małgorzata, Gierczyńki Rafał, Eurofins Genomics Europe Sequencing Team, ECDC COVID-19 WGS support team		Warsaw
hCoV-19/Poland/NIPH-NIH_ECDC-029/2021	2021-01-27	20I/501Y.V1	Poland	Mazowieckie	Mazowieckie	EPI_ISL_1091406	National Institute of Public Health - National Institute of Hygiene	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	1. National Institute of Public Health - National Institute of Hygiene; 2. Eurofins Genomics Europe Sequencing GmbH		Wołkowicz Tomasz, Zacharczuk Katarzyna, Sadkowska-Todys Małgorzata, Gierczyńki Rafał, Eurofins Genomics Europe Sequencing Team, ECDC COVID-19 WGS support team		Warsaw
hCoV-19/England/OXON-F6C407/2021	2021-01-27	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1387219	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium		Tanya Golubchik, David Bonsall, George Macintyre, Amy Trebes, Mariateresa de Cesare, Catrin Moore, Alex Mobbs, Anita Justice, Robert Shaw, Monique Andersson, Timothy Peto, Emma Wise, Nathan Moore, Jessica Lynch, Nick Cortes, Matilde Mori, Stephen Kidd, David Buck, John Todd, Christophe Fraser		
hCoV-19/France/PAC-HCL021011701101/2021	2021-01-05	20I/501Y.V1	France	Provence-Alpes-Cote dAzur	Provence-Alpes-Cote dAzur	EPI_ISL_1359946	CENTRE HOSPITALIER DU PAYS D'AIX	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD		Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset		Aix-en-Provence
hCoV-19/Italy/EMR-UOM-PVS_0003/2021	2021-01-31	20I/501Y.V1	Italy	Emilia-Romagna	Emilia-Romagna	EPI_ISL_1791314	U.O. Microbiologia, Laboratorio Unico Centro Servizi - AUSL della Romagna	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	U.O. Microbiologia, Laboratorio Unico Centro Servizi - AUSL della Romagna		Giorgio Dirani, Silvia Zannoli, Vittorio Sambri		
hCoV-19/France/IDF-IPP00513/2021	2021-01-07	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_977663	Labo analyses med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris		Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Amzalag Jonas		Thiais
